@DATA
5.10000,3.50000,1.40000,0.20000,3,0.997
4.90000,3.00000,1.40000,0.20000,3,0.970
4.70000,3.20000,1.30000,0.20000,3,0.983
4.60000,3.10000,1.50000,0.20000,3,0.973
5.00000,3.60000,1.40000,0.20000,3,0.993
5.40000,3.90000,1.70000,0.40000,3,0.972
4.60000,3.40000,1.40000,0.30000,3,0.964
5.00000,3.40000,1.50000,0.20000,3,0.999
4.40000,2.90000,1.40000,0.20000,3,0.946
4.90000,3.10000,1.50000,0.10000,3,0.985
5.40000,3.70000,1.50000,0.20000,3,0.988
4.80000,3.40000,1.60000,0.20000,3,0.977
4.80000,3.00000,1.40000,0.10000,3,0.977
4.30000,3.00000,1.10000,0.10000,3,0.912
5.80000,4.00000,1.20000,0.20000,3,0.940
5.70000,4.40000,1.50000,0.40000,3,0.957
5.40000,3.90000,1.30000,0.40000,3,0.976
5.10000,3.50000,1.40000,0.30000,3,0.997
5.70000,3.80000,1.70000,0.30000,3,0.956
5.10000,3.80000,1.50000,0.30000,3,0.984
5.40000,3.40000,1.70000,0.20000,3,0.954
5.10000,3.70000,1.50000,0.40000,3,0.992
4.60000,3.60000,1.00000,0.20000,3,0.914
5.10000,3.30000,1.70000,0.50000,3,0.971
4.80000,3.40000,1.90000,0.20000,3,0.881
5.00000,3.00000,1.60000,0.20000,3,0.951
5.00000,3.40000,1.60000,0.40000,3,0.992
5.20000,3.50000,1.50000,0.20000,3,0.996
5.20000,3.40000,1.40000,0.20000,3,0.988
4.70000,3.20000,1.60000,0.20000,3,0.971
4.80000,3.10000,1.60000,0.20000,3,0.975
5.40000,3.40000,1.50000,0.40000,3,0.967
5.20000,4.10000,1.50000,0.10000,3,0.961
5.50000,4.20000,1.40000,0.20000,3,0.967
4.90000,3.10000,1.50000,0.10000,3,0.985
5.00000,3.20000,1.20000,0.20000,3,0.964
5.50000,3.50000,1.30000,0.20000,3,0.951
4.90000,3.10000,1.50000,0.10000,3,0.985
4.40000,3.00000,1.30000,0.20000,3,0.949
5.10000,3.40000,1.50000,0.20000,3,0.997
5.00000,3.50000,1.30000,0.30000,3,0.990
4.50000,2.30000,1.30000,0.30000,3,0.813
4.40000,3.20000,1.30000,0.20000,3,0.941
5.00000,3.50000,1.60000,0.60000,3,0.990
5.10000,3.80000,1.90000,0.40000,3,0.911
4.80000,3.00000,1.40000,0.30000,3,0.977
5.10000,3.80000,1.60000,0.20000,3,0.977
4.60000,3.20000,1.40000,0.20000,3,0.977
5.30000,3.70000,1.50000,0.20000,3,0.993
5.00000,3.30000,1.40000,0.20000,3,0.995
7.00000,3.20000,4.70000,1.40000,1,0.774
6.40000,3.20000,4.50000,1.50000,1,0.819
6.90000,3.10000,4.90000,1.50000,1,0.807
5.50000,2.30000,4.00000,1.30000,1,0.772
6.50000,2.80000,4.60000,1.50000,1,0.891
5.70000,2.80000,4.50000,1.30000,1,0.543
6.30000,3.30000,4.70000,1.60000,1,0.656
4.90000,2.40000,3.30000,1.00000,1,0.757
6.60000,2.90000,4.60000,1.30000,1,0.881
5.20000,2.70000,3.90000,1.40000,1,0.652
5.00000,2.00000,3.50000,1.00000,1,0.686
5.90000,3.00000,4.20000,1.50000,1,0.854
6.00000,2.20000,4.00000,1.00000,1,0.732
6.10000,2.90000,4.70000,1.40000,1,0.767
5.60000,2.90000,3.60000,1.30000,1,0.808
6.70000,3.10000,4.40000,1.40000,1,0.814
5.60000,3.00000,4.50000,1.50000,2,0.597
5.80000,2.70000,4.10000,1.00000,1,0.977
6.20000,2.20000,4.50000,1.50000,1,0.614
5.60000,2.50000,3.90000,1.10000,1,0.916
5.90000,3.20000,4.80000,1.80000,2,0.658
6.10000,2.80000,4.00000,1.30000,1,0.913
6.30000,2.50000,4.90000,1.50000,1,0.519
6.10000,2.80000,4.70000,1.20000,1,0.783
6.40000,2.90000,4.30000,1.30000,1,0.900
6.60000,3.00000,4.40000,1.40000,1,0.853
6.80000,2.80000,4.80000,1.40000,1,0.780
6.70000,3.00000,5.00000,1.70000,1,0.804
6.00000,2.90000,4.50000,1.50000,1,0.891
5.70000,2.60000,3.50000,1.00000,1,0.859
5.50000,2.40000,3.80000,1.10000,1,0.875
5.50000,2.40000,3.70000,1.00000,1,0.880
5.80000,2.70000,3.90000,1.20000,1,0.948
6.00000,2.70000,5.10000,1.60000,2,0.840
5.40000,3.00000,4.50000,1.50000,2,0.661
6.00000,3.40000,4.50000,1.60000,1,0.525
6.70000,3.10000,4.70000,1.50000,1,0.852
6.30000,2.30000,4.40000,1.30000,1,0.690
5.60000,3.00000,4.10000,1.30000,1,0.687
5.50000,2.50000,4.00000,1.30000,1,0.859
5.50000,2.60000,4.40000,1.20000,1,0.515
6.10000,3.00000,4.60000,1.40000,1,0.821
5.80000,2.60000,4.00000,1.20000,1,0.955
5.00000,2.30000,3.30000,1.00000,1,0.790
5.60000,2.70000,4.20000,1.30000,1,0.818
5.70000,3.00000,4.20000,1.20000,1,0.717
5.70000,2.90000,4.20000,1.30000,1,0.801
6.20000,2.90000,4.30000,1.30000,1,0.956
5.10000,2.50000,3.00000,1.10000,1,0.759
5.70000,2.80000,4.10000,1.30000,1,0.911
6.30000,3.30000,6.00000,2.50000,2,0.688
5.80000,2.70000,5.10000,1.90000,2,0.790
7.10000,3.00000,5.90000,2.10000,2,0.858
6.30000,2.90000,5.60000,1.80000,2,0.884
6.50000,3.00000,5.80000,2.20000,2,0.880
7.60000,3.00000,6.60000,2.10000,2,0.798
4.90000,2.50000,4.50000,1.70000,2,0.607
7.30000,2.90000,6.30000,1.80000,2,0.837
6.70000,2.50000,5.80000,1.80000,2,0.783
7.20000,3.60000,6.10000,2.50000,2,0.660
6.50000,3.20000,5.10000,2.00000,1,0.516
6.40000,2.70000,5.30000,1.90000,2,0.845
6.80000,3.00000,5.50000,2.10000,2,0.792
5.70000,2.50000,5.00000,2.00000,2,0.714
5.80000,2.80000,5.10000,2.40000,2,0.806
6.40000,3.20000,5.30000,2.30000,2,0.806
6.50000,3.00000,5.50000,1.80000,2,0.994
7.70000,3.80000,6.70000,2.20000,2,0.616
7.70000,2.60000,6.90000,2.30000,2,0.742
6.00000,2.20000,5.00000,1.50000,2,0.615
6.90000,3.20000,5.70000,2.30000,2,0.823
5.60000,2.80000,4.90000,2.00000,2,0.756
7.70000,2.80000,6.70000,2.00000,2,0.772
6.30000,2.70000,4.90000,1.80000,1,0.600
6.70000,3.30000,5.70000,2.10000,2,0.821
7.20000,3.20000,6.00000,1.80000,2,0.810
6.20000,2.80000,4.80000,1.80000,1,0.724
6.10000,3.00000,4.90000,1.80000,2,0.654
6.40000,2.80000,5.60000,2.10000,2,0.910
7.20000,3.00000,5.80000,1.60000,2,0.722
7.40000,2.80000,6.10000,1.90000,2,0.761
7.90000,3.80000,6.40000,2.00000,2,0.532
6.40000,2.80000,5.60000,2.20000,2,0.910
6.30000,2.80000,5.10000,1.50000,2,0.765
6.10000,2.60000,5.60000,1.40000,2,0.760
7.70000,3.00000,6.10000,2.30000,2,0.638
6.30000,3.40000,5.60000,2.40000,2,0.730
6.40000,3.10000,5.50000,1.80000,2,0.923
6.00000,3.00000,4.80000,1.80000,2,0.605
6.90000,3.10000,5.40000,2.10000,2,0.501
